,property_price
9333,95000.0
9334,980000.0
9341,129900.0
9342,229000.0
9343,79000.0
9344,57900.0
9348,69000.0
9356,120000.0
9358,289900.0
9359,120000.0
9360,540000.0
9361,215000.0
9362,115000.0
9363,85000.0
9364,125000.0
9366,140000.0
9367,260000.0
9373,310000.0
9374,63000.0
9380,93500.0
9382,79000.0
9383,240000.0
9387,149000.0
9391,120000.0
9394,110000.0
9397,445000.0
9401,420000.0
9403,82000.0
9404,209000.0
9405,575000.0
9410,180000.0
9415,98000.0
9418,125000.0
9422,600000.0
9423,480000.0
9425,175000.0
9426,239000.0
9429,68000.0
9430,130000.0
9435,350000.0
9438,250000.0
9439,798000.0
9441,188546.0
9444,230000.0
9448,490000.0
9449,90000.0
9451,152000.0
9452,675000.0
9459,112243.0
9461,175000.0
9465,72800.0
9466,119900.0
9468,845000.0
9470,125000.0
9471,94000.0
9473,158000.0
9474,190000.0
9476,185000.0
9480,135000.0
9488,128000.0
9493,340000.0
9494,287000.0
9498,78000.0
9505,74900.0
9634,99000.0
9635,320000.0
9637,58000.0
9638,109000.0
9639,55000.0
9641,148000.0
9642,135000.0
9643,720000.0
9645,189000.0
9647,140000.0
9649,157093.0
9652,209000.0
9654,155000.0
9657,1600000.0
9661,850000.0
9662,175000.0
9666,205000.0
9668,128000.0
9669,82000.0
9670,410000.0
9672,147000.0
9674,690000.0
9676,195000.0
9677,213000.0
9678,190000.0
9680,69000.0
9684,775000.0
9685,173000.0
9686,199000.0
9687,217000.0
9688,72000.0
9690,295000.0
9691,218500.0
9694,650000.0
9695,94000.0
9697,900000.0
9698,120460.0
9700,195000.0
9701,279000.0
9703,245000.0
9706,680000.0
9707,849900.0
9709,1700000.0
9710,89900.0
9851,64900.0
9854,575000.0
9856,420000.0
9858,500000.0
9860,205000.0
9861,119000.0
9862,89000.0
9864,193000.0
9865,220000.0
9866,399999.0
9870,127000.0
9871,84500.0
9872,150000.0
9874,120000.0
9875,260000.0
9878,480000.0
9880,990000.0
9884,290000.0
9891,385000.0
9895,230000.0
9897,175000.0
9898,600000.0
9900,160000.0
9902,210000.0
9906,112000.0
9909,112000.0
9911,258000.0
9932,49000.0
9933,85000.0
9934,49000.0
9937,112000.0
9939,75000.0
9941,105000.0
9943,179000.0
9944,80000.0
9946,198000.0
9947,235000.0
9948,177000.0
9952,160000.0
9953,70000.0
9954,137094.0
9955,157000.0
9956,114800.0
9958,245000.0
9961,370000.0
9962,155000.0
9963,175000.0
9964,99000.0
9965,115000.0
9967,153000.0
9968,125000.0
9969,141400.0
9970,184000.0
9971,80000.0
9972,129900.0
9973,84900.0
9974,198000.0
9975,119900.0
9976,97970.0
9977,215000.0
9978,88000.0
9979,145000.0
9980,125000.0
9982,153000.0
9985,250000.0
9986,97200.0
9987,68100.0
9988,78000.0
9995,96000.0
9996,31980.0
10003,76900.0
10004,121200.0
10006,76900.0
10009,85000.0
10012,125100.0
10015,146100.0
10017,152000.0
10018,95500.0
10019,119999.0
10020,125000.0
10021,78000.0
10022,73500.0
10030,145000.0
10031,135000.0
10033,335000.0
10034,139000.0
10035,102000.0
10036,85000.0
10037,145000.0
10101,175000.0
10103,360000.0
10104,200000.0
10105,110000.0
10107,137000.0
10110,145000.0
10112,285219.0
10115,170000.0
10117,155000.0
10118,177000.0
10122,60000.0
10123,75000.0
10129,87000.0
10130,85000.0
10132,120000.0
10134,89000.0
10135,85000.0
10137,64000.0
10138,48000.0
10140,76000.0
10141,147000.0
10142,299886.0
10146,95000.0
10147,130000.0
10149,138906.0
10151,84000.0
10155,130000.0
10156,230000.0
10160,69000.0
10163,85000.0
10164,190000.0
10165,78900.0
10167,170000.0
10168,289900.0
10171,42000.0
10172,74500.0
10174,119000.0
10187,530000.0
10189,340000.0
10193,685000.0
10201,78000.0
10203,285000.0
10204,142000.0
10205,280000.0
10206,235000.0
10208,215000.0
10211,104500.0
10213,105000.0
10215,169000.0
10216,98000.0
10218,99900.0
10219,100000.0
10275,85000.0
10276,138000.0
10278,120000.0
10279,118000.0
10280,235000.0
10282,78000.0
10283,120000.0
10284,89999.0
10285,85000.0
10286,128000.0
10287,208000.0
10290,147900.0
10291,69900.0
10295,98000.0
10296,155000.0
10297,119999.0
10301,92900.0
10302,150000.0
10304,62000.0
10305,74900.0
10429,145000.0
10447,225000.0
10451,215000.0
10459,120000.0
10460,72000.0
10463,160000.0
10464,169000.0
10471,220000.0
10474,98000.0
10475,139000.0
10489,398000.0
10570,185000.0
10617,265000.0
10621,117000.0
10683,300000.0
10835,120000.0
10837,70000.0
10838,270000.0
10851,112000.0
10853,235000.0
10855,629000.0
10856,526000.0
10857,120000.0
10860,65000.0
10863,156000.0
10864,142000.0
10865,237000.0
10869,237000.0
10874,87000.0
10875,220000.0
10876,85000.0
10877,80000.0
10879,280000.0
10881,65000.0
10883,1250000.0
10890,125000.0
10893,157000.0
10896,490000.0
10898,135000.0
10899,89950.0
10902,1290000.0
10908,770000.0
10909,700000.0
10911,129000.0
10913,235000.0
10915,169000.0
10917,155000.0
10922,79500.0
10967,140000.0
10970,189000.0
10976,890000.0
10980,145000.0
10981,84000.0
10982,699000.0
10983,298000.0
10984,235000.0
10990,58000.0
10991,1200000.0
10992,60000.0
10996,219000.0
11000,340000.0
11001,205000.0
11004,690000.0
11031,65000.0
11051,243000.0
11055,255000.0
11058,189000.0
11059,160000.0
11062,170000.0
11072,380000.0
11074,200000.0
11075,870000.0
11076,430000.0
11078,440000.0
11080,94000.0
11084,220000.0
11087,243000.0
11089,115000.0
11091,168000.0
11094,130000.0
11095,380000.0
11098,112000.0
11105,160000.0
11107,87200.0
11108,225000.0
11109,135000.0
11112,155000.0
11113,145000.0
11114,79500.0
11117,125000.0
11118,79500.0
11124,105000.0
11145,67000.0
11146,321000.0
11147,176000.0
11148,72000.0
11152,78000.0
11153,71000.0
11164,105000.0
11165,152500.0
11167,175000.0
11170,105000.0
11172,65000.0
11173,148500.0
11181,105000.0
11185,138000.0
11198,610000.0
11205,1450000.0
11209,193000.0
11211,210000.0
11212,118000.0
11214,115000.0
11215,109000.0
11219,139000.0
11224,230000.0
11225,170000.0
11227,125000.0
11228,135000.0
11254,125000.0
11256,99000.0
11330,180000.0
11332,155000.0
11340,325000.0
11342,165000.0
11343,149999.0
11344,115000.0
11346,209000.0
11359,129900.0
11363,155000.0
11364,155000.0
11367,258000.0
11373,195000.0
11380,218000.0
11381,290000.0
11385,134000.0
11386,120000.0
11387,135000.0
11388,325000.0
11393,210000.0
11404,200000.0
11405,198900.0
11406,154000.0
11407,130000.0
11408,250000.0
11409,275000.0
11410,89000.0
11417,200000.0
11518,259000.0
11579,280000.0
11620,399000.0
11645,240000.0
11646,110000.0
11651,375000.0
11706,340000.0
11713,345000.0
11721,380000.0
12012,64000.0
12014,44000.0
12016,68000.0
12019,92500.0
12058,75000.0
12067,229000.0
12068,130000.0
12070,69000.0
12073,86000.0
12085,133000.0
12089,69000.0
12090,78000.0
12095,118000.0
12097,280000.0
12098,190000.0
12099,83000.0
12101,117500.0
12102,425000.0
12107,110000.0
12108,189000.0
12110,250000.0
12111,160000.0
12112,90000.0
12113,47000.0
12118,69000.0
12119,87000.0
12120,130000.0
12121,79000.0
12124,85000.0
12125,79500.0
12129,104900.0
12130,59000.0
12131,135000.0
12138,82000.0
12142,123800.0
12145,175000.0
12147,149000.0
12150,490000.0
12153,116000.0
12155,190000.0
12156,99900.0
12157,192000.0
12158,225000.0
12160,85000.0
12162,165000.0
12168,114999.0
12169,146000.0
12173,290000.0
12176,90000.0
12177,147000.0
12179,275000.0
12180,212000.0
12181,215000.0
12183,290000.0
12184,375000.0
12185,138000.0
12193,93000.0
12195,780000.0
12197,234999.0
12198,350000.0
12199,119000.0
12201,77000.0
12202,140000.0
12204,120000.0
12209,580000.0
12213,135000.0
12214,83000.0
12216,535000.0
12217,348000.0
12218,164900.0
12223,640000.0
12224,459000.0
12227,360000.0
12228,390000.0
12229,96900.0
12232,205000.0
12323,85000.0
12324,67000.0
12325,161000.0
12327,130000.0
12330,490000.0
12332,119000.0
12334,98000.0
12335,395000.0
12337,130000.0
12338,149000.0
12339,900000.0
12340,175000.0
12342,127000.0
12343,140000.0
12346,120000.0
12347,168000.0
12349,339000.0
12351,180000.0
12352,98000.0
12354,86000.0
12355,149000.0
12357,185000.0
12358,129900.0
12359,140000.0
12360,90000.0
12361,155000.0
12362,85600.0
12363,98000.0
12364,200000.0
12388,200000.0
12390,99000.0
12425,225000.0
12430,88000.0
12433,149000.0
12434,595000.0
12435,160000.0
12436,485000.0
12437,60000.0
12438,330000.0
12442,99000.0
12443,170000.0
12445,109000.0
12449,140000.0
12453,89000.0
12462,49000.0
12467,220000.0
12469,470000.0
12470,540000.0
12472,215000.0
12474,67900.0
12475,189000.0
12476,185000.0
12477,140000.0
12480,119000.0
12481,100000.0
12482,120000.0
12483,160000.0
12485,140000.0
12486,44000.0
12487,169900.0
12488,65000.0
12490,89000.0
12498,149000.0
12499,182000.0
12501,169000.0
12502,52200.0
12504,210000.0
12506,137000.0
12508,225000.0
12516,272000.0
12519,219000.0
12521,170000.0
12524,180000.0
12526,77000.0
12527,134900.0
12528,104900.0
12533,63319.0
12535,62945.0
12536,99714.0
12538,55000.0
12539,59410.0
12541,97832.0
12542,101595.0
12543,110000.0
12544,62146.0
12547,90000.0
12550,64491.0
12558,95000.0
